customerID,Contract,Churn
2040-LDIWQ,Two year,No
6496-JDSSB,Month-to-month,No
9408-SSNVZ,Month-to-month,Yes
4443-EMBNA,Two year,No
6469-MRVET,One year,No
0742-MOABM,Month-to-month,Yes
5961-VUSRV,One year,No
6778-JFCMK,One year,No
6341-JVQGF,One year,No
2232-DMLXU,Month-to-month,Yes
4811-JBUVU,Month-to-month,No
0945-TSONX,Two year,No
2651-ZCBXV,Two year,No
3316-UWXUY,Month-to-month,No
8937-RDTHP,Month-to-month,Yes
7083-MIOPC,Two year,No
1984-GPTEH,Month-to-month,No
1251-KRREG,Month-to-month,Yes
0621-JFHOL,Two year,No
9903-LYSAB,Month-to-month,No
0094-OIFMO,Month-to-month,Yes
9227-UAQFT,Two year,No
7301-ABVAD,Two year,No
6614-FHDBO,Two year,No
7576-ASEJU,One year,No
9058-HRZSV,Month-to-month,No
4522-AKYLR,Month-to-month,No
0221-WMXNQ,Month-to-month,No
0303-UNCIP,One year,No
9947-OTFQU,Month-to-month,Yes
0322-YINQP,Month-to-month,Yes
0959-WHOKV,One year,No
4075-JFPGR,One year,No
4629-NRXKX,Month-to-month,Yes
9514-JDSKI,Month-to-month,Yes
3282-ZISZV,One year,No
3675-YDUPJ,Month-to-month,No
4111-BNXIF,Two year,No
7017-VFHAY,Two year,No
6655-LHBYW,One year,No
4959-JOSRX,Month-to-month,Yes
5046-NUHWD,Month-to-month,No
7273-TEFQD,Month-to-month,Yes
3606-TWKGI,Month-to-month,Yes
7529-ZDFXI,Month-to-month,No
7605-BDWDC,Two year,No
1950-KSVVJ,One year,No
0123-CRBRT,Two year,No
6292-TOSSS,Two year,No
3197-ARFOY,Month-to-month,No
6323-AYBRX,Two year,Yes
7014-ZZXAW,Two year,No
4385-GZQXV,Month-to-month,Yes
7633-MVPUY,Two year,No
6366-ZGQGL,Month-to-month,Yes
4716-HHKQH,Month-to-month,No
5940-AHUHD,Month-to-month,Yes
6432-TWQLB,Month-to-month,Yes
4484-GLZOU,Month-to-month,Yes
3179-GBRWV,Month-to-month,No
8645-KWHJO,Month-to-month,No
4130-MZLCC,Month-to-month,No
0314-TKOSI,Month-to-month,No
8229-MYEJZ,Month-to-month,No
2080-SRCDE,Month-to-month,No
9577-WJVCQ,Month-to-month,No
9512-UIBFX,Month-to-month,Yes
6202-DYYFX,One year,No
3808-HFKDE,Month-to-month,No
5583-SXDAG,Month-to-month,Yes
3488-PGMQJ,Month-to-month,Yes
3580-REOAC,Month-to-month,Yes
7534-BFESC,Month-to-month,Yes
3727-OWVYD,One year,No
2294-SALNE,One year,No
4847-TAJYI,Month-to-month,No
1563-IWQEX,Month-to-month,No
8203-XJZRC,Month-to-month,No
6556-DBKZF,Two year,No
6851-WEFYX,Month-to-month,No
2985-JUUBZ,Month-to-month,No
6390-DSAZX,Month-to-month,Yes
0895-LMRSF,One year,No
8098-LLAZX,Month-to-month,Yes
8266-VBFQL,Month-to-month,No
8181-YHCMF,Two year,No
2240-HSJQD,Month-to-month,No
1248-DYXUB,Two year,No
0265-EDXBD,Month-to-month,Yes
4115-BNPJY,Two year,No
3167-SNQPL,Month-to-month,No
4091-TVOCN,One year,No
1098-TDVUQ,Month-to-month,No
7277-OZCGZ,Month-to-month,No
1557-EMYVT,Two year,No
2799-ARNLO,Month-to-month,No
7563-BIUPC,Month-to-month,Yes
5027-YOCXN,One year,No
3973-SKMLN,Two year,No
2321-OMBXY,One year,Yes
2840-XANRC,Month-to-month,Yes
6745-JEFZB,Month-to-month,No
5020-ZSTTY,One year,Yes
9880-TDQAC,Two year,No
8705-WZCYL,Month-to-month,No
7102-JJVTX,One year,No
8626-PTQGE,Two year,No
4983-CLMLV,Month-to-month,No
5701-YVSVF,Month-to-month,No
5804-LEPIM,Month-to-month,Yes
5697-GOMBF,Month-to-month,No
2739-CACDQ,Month-to-month,No
9385-EHGDO,Two year,No
9498-FIMXL,One year,No
2379-GYFLQ,One year,No
0122-OAHPZ,Month-to-month,Yes
2868-SNELZ,Month-to-month,Yes
4322-RCYMT,One year,Yes
6680-NENYN,Two year,Yes
2088-IEBAU,Two year,No
7982-VCELR,Month-to-month,No
1343-EHPYB,Month-to-month,Yes
6035-BXTTY,Month-to-month,No
6885-PKOAM,Two year,No
7520-HQWJU,Month-to-month,No
9639-BUJXT,One year,No
5924-SNGKP,One year,No
0021-IKXGC,Month-to-month,No
2034-GDRCN,Month-to-month,Yes
8966-SNIZF,Two year,No
6243-OZGFH,Month-to-month,No
4654-DLAMQ,One year,No
0513-RBGPE,Two year,No
5160-UXJED,One year,No
4115-NZRKS,Month-to-month,No
0219-YTZUE,Month-to-month,Yes
0623-IIHUG,Month-to-month,Yes
4572-DVCGN,Month-to-month,Yes
3351-NGXYI,Month-to-month,No
8984-EYLLL,Two year,No
9057-MSWCO,Month-to-month,Yes
9833-TGFHX,One year,No
9294-TDIPC,Month-to-month,No
5229-DTFYB,Two year,No
0104-PPXDV,One year,No
5176-LMJXE,Two year,No
3583-KRKMD,Month-to-month,No
1010-DIAUQ,Month-to-month,Yes
9069-LGEUL,Month-to-month,No
7302-ZHMHP,Month-to-month,No
9571-EDEBV,One year,No
3520-FJGCV,Two year,No
6563-VRERX,One year,No
0259-GBZSH,Month-to-month,Yes
6122-EFVKN,Two year,No
2805-EDJPQ,One year,No
6862-CQUMB,Month-to-month,No
7156-MXBJE,One year,No
6158-HDPXZ,Month-to-month,No
9601-BRXPO,Month-to-month,Yes
2863-IMQDR,Two year,No
5686-CMAWK,One year,No
5651-CRHKQ,One year,No
6905-NIQIN,Month-to-month,Yes
8204-YJCLA,Two year,No
5167-ZFFMM,Month-to-month,Yes
6583-SZVGP,Two year,No
4895-TMWIR,Month-to-month,Yes
0533-BNWKF,Month-to-month,Yes
1708-PBBOA,One year,No
8782-LKFPK,Month-to-month,No
5522-JBWMO,Month-to-month,No
3597-MVHJT,Month-to-month,No
9774-NRNAU,Month-to-month,No
0224-RLWWD,Month-to-month,No
9967-ATRFS,Month-to-month,No
3951-NJCVI,Month-to-month,No
2977-CEBSX,Two year,No
0177-PXBAT,Month-to-month,No
6599-CEBNN,Month-to-month,Yes
2519-ERQOJ,Month-to-month,No
5876-QMYLD,One year,No
2277-AXSDC,One year,No
9442-JTWDL,One year,No
0979-PHULV,Month-to-month,Yes
3067-SVMTC,One year,No
5495-GPSRW,Two year,No
7606-BPHHN,Two year,No
4742-DRORA,One year,No
0111-KLBQG,Month-to-month,No
4800-VHZKI,Month-to-month,Yes
7989-CHGTL,Month-to-month,Yes
0334-GDDSO,Month-to-month,Yes
4163-NCJAK,One year,No
5233-AOZUF,Month-to-month,No
5973-EJGDP,Month-to-month,No
1996-DBMUS,Month-to-month,No
7916-VCCPB,Month-to-month,No
4686-GEFRM,Two year,No
5249-QYHEX,Two year,No
0578-SKVMF,Month-to-month,Yes
5564-NEMQO,Month-to-month,Yes
2233-FAGXV,Month-to-month,No
5605-IYGFG,Month-to-month,No
7663-ZTEGJ,One year,No
3935-TBRZZ,One year,No
8111-BKVDS,Month-to-month,No
2055-SIFSS,Month-to-month,No
2806-MLNTI,One year,No
8734-DKSTZ,Month-to-month,No
4360-PNRQB,Month-to-month,No
6152-ONASV,One year,No
9063-ZGTUY,Month-to-month,Yes
7781-HVGMK,Two year,No
2181-UAESM,Month-to-month,No
2957-LOLHO,Month-to-month,Yes
6048-NJXHX,Two year,No
2320-SLKMB,Month-to-month,No
4980-URKXC,One year,No
4376-KFVRS,Two year,No
5886-VLQVU,Month-to-month,No
3577-AMVUX,Month-to-month,No
0771-WLCLA,Month-to-month,No
5628-RKIFK,Month-to-month,No
0206-TBWLC,One year,No
2937-FTHUR,Month-to-month,No
1910-FMXJM,Month-to-month,No
7752-XUSCI,Month-to-month,Yes
4110-PFEUZ,Month-to-month,Yes
0732-OCQOC,Two year,No
5168-MSWXT,Month-to-month,No
1090-ESELR,Two year,No
8592-PLTMQ,One year,No
5760-WRAHC,Month-to-month,No
8847-GEOOQ,Month-to-month,No
0256-LTHVJ,Month-to-month,Yes
4785-FCIFB,Two year,No
8313-NDOIA,Month-to-month,No
5149-CUZUJ,One year,No
0942-KOWSM,Two year,No
4237-CLSMM,Month-to-month,No
1452-VOQCH,Month-to-month,No
4719-UMSIY,Month-to-month,No
6614-VBEGU,Month-to-month,No
0880-TKATG,Month-to-month,Yes
3811-VBYBZ,Month-to-month,Yes
1480-BKXGA,Two year,No
2996-XAUVF,Two year,No
9076-AXYIK,Two year,No
5968-XQIVE,One year,No
8896-RAZCR,Two year,No
4640-UHDOS,Month-to-month,Yes
4933-IKULF,One year,No
3583-EKAPL,Month-to-month,Yes
1304-BCCFO,Month-to-month,No
4104-PVRPS,Month-to-month,No
9399-APLBT,Month-to-month,Yes
2359-KMGLI,Month-to-month,Yes
3780-DDGSE,Month-to-month,No
4431-EDMIQ,Month-to-month,No
0306-JAELE,Month-to-month,Yes
6227-HWPWX,Month-to-month,Yes
0486-LGCCH,Two year,No
0447-BEMNG,Month-to-month,Yes
4612-SSVHJ,Month-to-month,No
5168-MQQCA,One year,No
5949-XIKAE,Month-to-month,Yes
7971-HLVXI,Two year,No
9094-AZPHK,Month-to-month,No
3649-JPUGY,Two year,No
8372-JUXUI,Month-to-month,Yes
3552-CTCYF,Two year,No
6778-YSNIH,Month-to-month,No
0388-EOPEX,Month-to-month,Yes
5756-OZRIO,One year,No
6579-JPICP,Month-to-month,No
8205-OTCHB,One year,Yes
4134-BSXLX,Month-to-month,No
0505-SPOOW,Two year,No
6235-VDHOM,Month-to-month,Yes
7783-YKGDV,Month-to-month,Yes
4374-YMUSQ,One year,No
4513-CXYIX,Two year,No
3957-HHLMR,One year,No
7803-XOCCZ,Month-to-month,No
5736-YEJAX,Two year,No
5609-CEBID,Month-to-month,Yes
8981-FJGLA,Month-to-month,No
7218-HKQFK,Month-to-month,Yes
4636-QRJKY,Month-to-month,Yes
1135-LMECX,Month-to-month,No
4332-MUOEZ,One year,No
8535-SFUTN,Month-to-month,No
5956-VKDTT,Month-to-month,Yes
8677-HDZEE,Month-to-month,No
2475-MROZF,Month-to-month,No
9412-GHEEC,Month-to-month,Yes
3482-ABPKK,One year,No
6705-LXORM,Month-to-month,No
0257-ZESQC,Month-to-month,Yes
7531-GQHME,Month-to-month,No
5174-ITUMV,One year,No
4109-CYRBD,Month-to-month,No
0913-XWSCN,Month-to-month,No
6825-UYPFK,Month-to-month,Yes
8397-MVTAZ,Month-to-month,Yes
0750-EBAIU,One year,No
8606-CIQUL,Two year,No
3571-DPYUH,One year,No
7601-GNDYK,Two year,No
0356-OBMAC,Two year,No
8067-NIOYM,Two year,No
1403-GYAFU,Two year,No
4234-XTNEA,Month-to-month,No
1297-VQDRP,One year,No
9282-IZGQK,Month-to-month,Yes
5348-CAGXB,Month-to-month,No
0621-HJWXJ,Month-to-month,No
5844-QVTAT,One year,No
8905-IAZPF,One year,No
5394-MEITZ,Two year,No
6859-QNXIQ,Two year,No
2782-LFZVW,Month-to-month,No
2866-IKBTM,Month-to-month,No
1342-JPNKI,Month-to-month,Yes
2817-NTQDO,Month-to-month,Yes
7129-AZJDE,One year,No
6986-IJDHX,Month-to-month,Yes
2560-PPCHE,One year,No
4676-MQUEA,One year,No
8138-EALND,Month-to-month,No
3580-HYCSP,Two year,No
1352-HNSAW,Two year,No
2075-PUEPR,Two year,No
1982-FEBTD,Two year,No
5301-GAUUY,Month-to-month,Yes
5791-KAJFD,One year,No
2654-VBVPB,Month-to-month,No
1154-HYWWO,One year,No
2501-XWWTZ,Month-to-month,No
3716-UVSPD,Month-to-month,No
6815-ABQFQ,One year,No
7343-EOBEU,Month-to-month,No
3701-SFMUH,Month-to-month,No
6103-LIANB,Two year,No
7319-VENRZ,Month-to-month,No
5846-NEQVZ,Two year,No
6967-QIQRV,One year,No
5781-RFZRP,Two year,No
0939-YAPAF,Month-to-month,Yes
0308-IVGOK,One year,No
7293-LSCDV,Two year,No
7025-WCBNE,Two year,No
5756-JYOJT,One year,No
4710-FDUIZ,One year,Yes
6030-REHUX,Month-to-month,No
9548-LIGTA,Two year,No
5150-LJNSR,One year,No
8270-RKSAP,Month-to-month,No
6522-YRBXD,Month-to-month,No
2640-LYMOV,Month-to-month,No
1218-VKFPE,Month-to-month,Yes
3627-FHKBK,Month-to-month,Yes
2865-TCHJW,Month-to-month,Yes
1423-BMPBQ,Month-to-month,No
2393-DIVAI,Month-to-month,No
5192-EBGOV,Month-to-month,Yes
4568-KNYWR,Two year,No
8752-IMQOS,One year,No
0742-LAFQK,Two year,No
0795-LAFGP,Two year,No
0619-OLYUR,Two year,No
5512-IDZEI,One year,No
0459-SPZHJ,Two year,No
0215-BQKGS,Month-to-month,No
9244-ZVAPM,Month-to-month,No
0719-SYFRB,Month-to-month,Yes
8208-EUMTE,Two year,No
5172-MIGPM,Month-to-month,No
1710-RCXUS,One year,No
0374-FIUCA,Two year,No
5839-SUYVZ,Month-to-month,No
5173-ZXXXL,One year,No
1096-ADRUX,One year,No
2001-MCUUW,Two year,No
2731-GJRDG,One year,No
4723-BEGSG,Two year,No
6516-NKQBO,Two year,No
8672-OAUPW,One year,No
8207-DMRVL,Two year,No
3419-SNJJD,Month-to-month,Yes
6543-CPZMK,Month-to-month,Yes
4765-OXPPD,Month-to-month,Yes
2804-ETQDK,Two year,No
6689-VRRTK,One year,No
7138-GIRSH,Two year,No
9396-ZSFLL,Month-to-month,No
6464-KEXXH,Month-to-month,No
7134-MJPDY,One year,No
5240-CAOYT,Month-to-month,No
4059-IIEBK,Month-to-month,No
4881-JVQOD,Month-to-month,No
0516-UXRMT,One year,No
4851-BQDNX,One year,No
5148-HKFIR,Two year,No
1009-IRMNA,Month-to-month,Yes
3003-CMDUU,Month-to-month,No
5016-IBERQ,Month-to-month,No
6797-UCJHZ,One year,No
2469-DTSGX,Two year,No
4554-YGZIH,Month-to-month,Yes
5099-BAILX,Month-to-month,Yes
9931-KGHOA,Month-to-month,No
1775-KWJKQ,Two year,No
7665-VIGUD,One year,No
9411-TPQQV,One year,No
7207-RMRDB,Month-to-month,Yes
7954-MLBUN,Two year,No
2077-DDHJK,Two year,No
4913-EHYUI,One year,Yes
0195-IESCP,Month-to-month,Yes
9574-BOSMD,Two year,No
4580-TMHJU,Month-to-month,Yes
0970-ETWGE,Month-to-month,Yes
4908-XAXAY,One year,No
8404-VLQFB,Month-to-month,No
1626-ERCMM,Month-to-month,Yes
0887-HJGAR,Month-to-month,Yes
2391-IPLOP,One year,No
5644-PDMZC,Month-to-month,Yes
3509-GWQGF,Month-to-month,No
9576-ANLXO,Month-to-month,Yes
2024-BASKD,Month-to-month,Yes
5845-BZZIB,Two year,No
1140-UKVZG,Month-to-month,No
4160-AMJTL,Month-to-month,Yes
5183-SNMJQ,Month-to-month,No
8100-PNJMH,Two year,No
7838-LAZFO,One year,No
4464-JCOLN,One year,Yes
2085-JVGAD,Month-to-month,No
5650-VDUDS,Month-to-month,Yes
8095-WANWK,Month-to-month,No
3030-ZKIWL,Month-to-month,No
9565-FLVCG,Two year,No
8755-OGKNA,Two year,No
2800-VEQXM,Month-to-month,No
7538-GWHML,Month-to-month,Yes
5533-RJFTJ,Month-to-month,No
3859-CVCET,Month-to-month,Yes
0214-JHPFW,Two year,No
5642-MHDQT,One year,No
3088-FVYWK,Two year,No
3276-HDUEG,Month-to-month,Yes
9092-GDZKO,Month-to-month,No
0823-HSCDJ,Month-to-month,Yes
3729-OWRVL,Two year,No
2324-AALNO,One year,No
0822-GAVAP,Month-to-month,Yes
5760-IFJOZ,Month-to-month,No
2826-UWHIS,Month-to-month,No
1448-PWKYE,Month-to-month,Yes
7501-IWUNG,Two year,No
4957-TREIR,Month-to-month,No
7251-LJBQN,One year,No
8040-MNRTF,Month-to-month,No
1536-HBSWP,Month-to-month,No
5313-FPXWG,One year,No
0067-DKWBL,Month-to-month,Yes
0946-FKYTX,One year,No
5076-YVXCM,Month-to-month,No
8262-COGGB,Month-to-month,No
6663-JOCQO,One year,No
9620-QJREV,One year,No
2276-YDAVZ,Month-to-month,Yes
2682-KEVRP,One year,No
2480-JZOSN,Month-to-month,No
0078-XZMHT,Two year,No
5896-NPFWW,Month-to-month,Yes
9978-HYCIN,One year,No
8338-QIUNR,Two year,No
1525-LNLOJ,Two year,No
9450-TRJUU,Month-to-month,No
1766-GKNMI,Month-to-month,No
6942-LBFDP,Month-to-month,No
1456-TWCGB,Month-to-month,No
7133-VBDCG,Month-to-month,Yes
7596-ZYWBB,Two year,No
8329-UTMVM,One year,No
3014-WJKSM,Month-to-month,No
3347-YJZZE,Month-to-month,No
1029-QFBEN,Month-to-month,Yes
7929-DMBCV,Month-to-month,No
9661-JALZV,Two year,No
5433-KYGHE,Month-to-month,No
4312-KFRXN,Two year,No
5575-TPIZQ,Month-to-month,No
0114-IGABW,Two year,No
9944-AEXBM,Month-to-month,No
1853-ARAAQ,Month-to-month,No
6952-OMNWB,Month-to-month,No
4697-LUPSU,One year,No
8434-VGEQQ,Two year,No
4952-YSOGZ,Month-to-month,Yes
1589-AGTLK,Month-to-month,Yes
5244-IRFIH,Month-to-month,Yes
6549-YMFAW,Month-to-month,No
4950-HKQTE,Two year,No
6786-OBWQR,Month-to-month,No
2684-EIWEO,Month-to-month,Yes
2753-JMMCV,Two year,No
6439-GTPCA,Month-to-month,Yes
6621-YOBKI,Month-to-month,No
1216-JWVUX,Month-to-month,No
7564-GHCVB,Two year,No
1173-NOEYG,Month-to-month,No
7595-EHCDL,Month-to-month,No
6647-ZEDXT,One year,No
2521-NPUZR,Two year,No
1307-TVUFB,Month-to-month,No
7503-MIOGA,Two year,No
4381-MHQDC,Two year,No
6923-JHPMP,Month-to-month,No
5138-WVKYJ,Month-to-month,Yes
4018-PPNDW,Two year,No
1635-FJFCC,Month-to-month,No
2499-AJYUA,Two year,No
6919-ELBGL,Two year,No
3966-HRMZA,Month-to-month,No
6425-JWTDV,Two year,No
8405-IGQFX,One year,No
8224-IVVPA,Month-to-month,No
9477-LGWQI,Two year,No
1410-RSCMR,Month-to-month,No
0139-IVFJG,Month-to-month,No
6683-VLCTZ,Month-to-month,Yes
5730-DBDSI,Two year,No
0030-FNXPP,Month-to-month,No
2189-WWOEW,Month-to-month,Yes
5684-FJVYR,Two year,No
4013-GUXND,Month-to-month,No
1894-IGFSG,Month-to-month,Yes
7379-POKDZ,Month-to-month,Yes
1266-NZYUI,Two year,No
7969-FFOWG,Two year,No
4718-DHSMV,Month-to-month,No
5175-WLYXL,Month-to-month,No
7817-OMJNA,One year,No
8728-SKJLR,Month-to-month,No
3137-NYQQI,One year,No
7706-DZNKK,Month-to-month,No
0236-HFWSV,Month-to-month,Yes
3900-AQPHZ,Month-to-month,Yes
5842-POCOP,Month-to-month,Yes
2037-XJFUP,One year,Yes
8823-RLPWL,Two year,No
9505-SQFSW,Month-to-month,No
7314-OXENN,Month-to-month,Yes
3758-CKOQL,One year,No
0322-CHQRU,Month-to-month,Yes
5676-CFLYY,Two year,No
7521-AFHAB,Month-to-month,No
0285-INHLN,Month-to-month,No
4678-DVQEO,Month-to-month,Yes
5125-CNDSP,One year,No
0691-IFBQW,One year,Yes
4992-LTJNE,Two year,No
2202-OUTMO,Month-to-month,No
0810-BDHAW,One year,No
0229-LFJAF,Two year,No
7131-ZQZNK,Two year,No
3442-ZHHCC,One year,No
5726-CVNYA,Two year,No
9871-ELEYA,Two year,No
4257-GAESD,Month-to-month,No
5173-WXOQV,Month-to-month,No
2040-OBMLJ,One year,No
6286-ZHAOK,Month-to-month,No
3807-XHCJH,Month-to-month,No
3009-JWMPU,One year,Yes
5671-RQRLP,Two year,No
1450-GALXR,Month-to-month,Yes
8859-AXJZP,Two year,No
3174-AKMAS,Two year,No
3138-BKYAV,Month-to-month,Yes
9926-PJHDQ,Two year,No
7382-DFJTU,Month-to-month,No
2798-NYLMZ,Two year,No
4289-DTDKW,Month-to-month,Yes
1820-TQVEV,Month-to-month,Yes
2239-JALAW,One year,Yes
4853-RULSV,Two year,Yes
8098-TDCBU,Two year,No
3551-GAEGL,One year,No
4785-NKHCX,Month-to-month,No
3196-NVXLZ,Month-to-month,No
6275-YDUVO,Month-to-month,Yes
0036-IHMOT,One year,No
0115-TFERT,Month-to-month,Yes
4178-EGMON,Two year,No
4220-TINQT,Month-to-month,No
5318-YKDPV,Two year,No
7975-TZMLR,One year,No
0295-QVKPB,Month-to-month,No
