SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,charge_ratio,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_13-24,tenure_group_25-48,tenure_group_49-60,tenure_group_61-72,Churn
0,1,1,49,1,0,59.6,2970.3,0.020065313268020066,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0
0,0,0,30,1,1,55.3,1530.6,0.036129622370312295,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,1,1,47,1,1,99.35,4749.15,0.02091953296905762,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,1
0,1,1,1,0,0,30.2,30.2,1.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,1,0,72,1,1,90.25,6369.45,0.014169198282426269,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,0
0,0,1,17,1,1,64.7,1093.1,0.059189461165492646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,1
1,1,0,71,1,1,96.35,6766.95,0.014238320070341882,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,0
1,1,0,2,1,1,95.5,181.65,0.5257363060831268,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,0
0,1,1,27,1,0,66.15,1874.45,0.03529035183653872,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,0
0,0,0,1,1,0,20.2,20.2,1.0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0
1,0,0,1,1,0,45.25,45.25,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,1,1,72,1,0,99.9,7251.7,0.013776080091564738,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,0
0,0,0,5,1,1,69.7,316.9,0.21994319974755447,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,0,0,46,1,1,74.8,3548.3,0.021080517430882392,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
0,0,0,34,1,1,106.35,3549.25,0.02996407691765866,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,1
0,0,0,11,1,1,97.85,1105.4,0.08851999276280079,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1
0,1,1,10,1,0,49.55,475.7,0.10416228715577044,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
0,1,1,70,1,1,69.2,4872.35,0.014202592178312313,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,0
0,1,1,17,1,0,20.75,418.25,0.049611476389719064,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,0
0,0,0,63,1,1,79.85,4861.45,0.016425140647337726,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,0
0,1,0,13,1,1,76.2,981.45,0.07764022619593458,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,0
0,0,0,49,1,1,84.5,3906.7,0.02162950828064607,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0
0,0,0,2,1,0,49.25,97.0,0.5077319587628866,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,0,0,2,1,1,80.65,144.15,0.5594866458550122,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
0,0,0,52,1,1,79.75,4217.8,0.01890796149651477,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,0
0,1,1,69,1,1,64.15,4254.1,0.01507957029689006,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,0
1,0,0,43,1,1,90.25,3838.75,0.023510257245197005,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
0,0,0,15,1,1,99.1,1426.4,0.06947560291643297,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,1
1,1,0,25,1,1,69.5,1752.65,0.03965423786837075,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,0
1,1,0,8,1,1,80.65,633.3,0.12734880783199118,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
1,1,1,60,1,1,74.85,4456.35,0.016796257026490288,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,0
1,0,0,18,1,1,95.45,1752.55,0.054463496048614876,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,1
0,1,1,63,1,1,99.65,6311.2,0.015789390290277604,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,0
1,1,1,66,1,1,108.45,7076.35,0.015325697570074967,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,0
0,1,1,34,1,0,24.95,894.3,0.02789891535278989,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,0
0,0,0,72,1,1,107.5,7853.7,0.013687815933891033,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,0
0,1,0,47,1,1,100.5,4707.1,0.021350725499776933,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,0
0,0,0,60,1,1,89.9,5450.7,0.016493294439246336,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0
0,1,0,72,0,0,42.1,2962.0,0.014213369345037138,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
0,1,1,18,1,1,54.4,957.1,0.05683836589698046,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,0
0,0,0,9,1,0,94.4,857.25,0.11011956838728493,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1
0,0,0,3,1,1,75.3,244.1,0.308480131093814,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,0
0,1,0,47,1,1,78.9,3650.35,0.02161436574575041,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
0,0,0,31,1,0,79.2,2497.2,0.03171552138395003,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
0,1,1,50,1,0,20.15,930.9,0.021645719196476527,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,0
0,0,0,10,1,1,79.85,887.35,0.08998704006310924,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,0,0,1,1,0,49.05,49.05,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,1,1,52,1,1,20.4,1090.65,0.018704442305047447,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,0
1,1,1,64,1,1,111.6,7099.0,0.01572052401746725,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,1,1,62,1,1,24.25,1424.6,0.017022322055313774,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,0
0,0,1,3,1,1,64.5,177.4,0.36358511837655016,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0
1,0,0,56,1,0,110.5,6139.5,0.017998208323153353,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,0
0,0,0,46,1,0,55.65,2688.85,0.02069658032244268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,0
0,1,1,8,1,0,54.65,482.25,0.1133229652669777,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1,0,0,30,1,1,74.75,2111.3,0.03540472694548382,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,0
0,1,1,45,1,1,25.9,1216.6,0.021288837744533946,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
0,0,1,1,1,1,79.35,79.35,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
0,1,1,11,0,0,50.55,565.35,0.08941363756964711,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0
0,1,0,7,1,1,75.15,496.9,0.1512376735761723,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,0,0,42,1,1,103.8,4327.5,0.023986135181975735,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,0
0,1,0,49,1,1,20.15,973.35,0.020701700313350797,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,0
0,0,0,9,1,1,99.3,918.75,0.10808163265306123,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,0
0,1,0,35,1,1,62.15,2215.45,0.02805299149157056,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0
0,1,1,48,1,0,20.65,1057.0,0.0195364238410596,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,0
0,1,1,46,1,1,19.95,927.1,0.02151871427030525,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,0
0,1,0,29,0,0,33.75,1009.25,0.03344067376764925,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
0,1,1,30,1,0,82.05,2570.2,0.03192358571317407,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1,0,0,1,1,0,74.7,74.7,1.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,1,1,66,1,1,84.0,5714.25,0.014700091875574223,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,0,0,65,1,1,111.05,7107.0,0.0156254397073308,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,0
0,0,0,72,1,1,100.9,7459.05,0.013527191800564416,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,0,0,12,1,1,78.95,927.35,0.08513506227422225,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,1,1,71,1,1,66.85,4748.7,0.014077537010129088,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,0
0,0,0,5,1,0,21.05,113.85,0.18489240228370665,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1
0,0,0,52,1,0,21.0,1107.2,0.018966763005780346,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,0
1,1,0,25,1,1,98.5,2514.5,0.03917279777291708,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,1
0,0,0,1,1,0,20.2,20.2,1.0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0
0,1,1,1,1,0,19.45,19.45,1.0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0
0,0,0,38,1,0,95.0,3605.6,0.02634790326159308,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,0
1,1,0,66,0,0,45.55,3027.25,0.015046659509455777,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0
0,1,0,68,1,1,110.0,7611.85,0.014451151822487305,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,1
0,0,0,5,0,0,24.3,100.2,0.24251497005988024,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,1,1,72,1,1,104.15,7303.05,0.014261164855779435,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,0
0,0,0,32,0,0,30.15,927.65,0.03250148224006899,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0
0,0,0,43,1,0,94.35,3921.3,0.024060898171524746,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,0
0,1,1,72,1,0,19.4,1363.25,0.014230698697964422,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,0
0,1,0,55,1,1,96.75,5238.9,0.018467617247895553,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
0,0,0,52,1,0,57.95,3042.25,0.019048401676390832,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,0
0,0,0,43,1,1,91.65,3954.1,0.023178472977415848,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
1,1,0,37,1,1,76.5,2868.15,0.026672245175461535,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
0,1,1,64,0,1,54.6,3423.5,0.015948590623630788,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
0,1,1,3,1,0,89.85,248.4,0.3617149758454106,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0
0,0,0,36,0,0,31.05,1126.35,0.027566919696364364,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
0,1,1,10,1,1,100.25,1064.65,0.09416240078899168,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1
0,0,0,41,1,0,20.65,835.15,0.024726097108303896,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,0
0,1,1,27,1,1,85.2,2151.6,0.03959843837144451,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
0,1,1,56,1,1,99.8,5515.45,0.018094625098586697,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,0
0,0,0,6,1,0,20.7,112.75,0.1835920177383592,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0
0,0,0,3,1,1,74.4,229.55,0.3241123938139839,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,1,1,7,1,0,50.7,350.35,0.14471243042671614,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,1,1,4,1,0,20.85,62.9,0.33147853736089034,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0
0,0,0,33,1,1,88.95,3027.65,0.02937922150843063,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,0
1,0,0,27,1,1,78.05,2135.5,0.03654881760711777,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
0,1,0,72,1,1,23.55,1723.95,0.01366048899330027,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,0
0,0,0,1,1,0,19.75,19.75,1.0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0
1,0,0,71,0,1,56.45,3985.35,0.014164377030875582,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,0
0,0,0,13,1,1,85.95,1215.65,0.0707029161354008,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,0
0,1,1,25,0,1,58.6,1502.65,0.038997770605264034,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,1
0,0,0,67,1,0,50.55,3260.1,0.015505659335603201,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0
0,0,0,1,0,1,35.45,35.45,1.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1
0,0,0,2,1,0,44.35,81.25,0.5458461538461539,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,0,0,43,1,1,25.7,1188.2,0.02162935532738596,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,0
0,0,0,23,1,1,75.0,1778.5,0.04217036828788305,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0,1,1,64,1,0,20.2,1277.75,0.01580903932694189,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,0
0,0,1,57,1,1,19.6,1170.55,0.01674426551621033,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,0
1,1,0,1,1,1,70.45,70.45,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
1,1,1,72,1,1,88.05,6425.65,0.013702893870659,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,0
0,0,0,8,1,0,71.15,563.65,0.12623081699636302,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1
0,1,0,61,1,1,101.05,5971.25,0.01692275486707138,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,0,0,64,1,1,84.3,5289.05,0.015938590105973663,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0
1,1,0,71,1,0,23.95,1756.2,0.013637398929506888,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,0
0,1,1,65,1,1,99.05,6416.7,0.015436283447878193,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,0
0,0,0,3,1,0,19.6,61.35,0.319478402607987,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,0
0,0,0,1,1,1,45.65,45.65,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,0,1,30,1,0,64.5,1929.95,0.03342055493665639,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,0
0,1,1,15,1,1,69.5,1071.4,0.06486839649057308,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,0
0,1,1,8,1,1,68.55,564.35,0.12146717462567555,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,0
0,0,0,7,1,0,95.0,655.5,0.14492753623188406,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1
0,1,1,70,1,1,108.15,7930.55,0.013637137399045464,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,0
0,1,1,62,1,0,86.1,5215.25,0.016509275681894444,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
0,1,1,6,1,0,19.7,113.5,0.173568281938326,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0
0,1,1,14,1,1,80.9,1152.8,0.07017696044413603,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
0,0,0,22,1,1,84.15,1821.95,0.046186777902796454,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
0,1,1,22,1,0,20.15,419.9,0.047987616099071206,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,0
0,1,1,16,1,0,64.25,1024.0,0.062744140625,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,0
